1,NGS1_20170101G,sorted_NGS1_20170101G_S99_L999.bam
2,NGS1_20170101H,sorted_NGS1_20170101H_S99_L999.bam
3,NGS1_20170102B,sorted_NGS1_20170102B_S99_L999.bam
4,NGS1_20170102F,sorted_NGS1_20170102F_S99_L999.bam
5,NGS1_20170102G,sorted_NGS1_20170102G_S99_L999.bam
6,NGS1_20170103C,sorted_NGS1_20170103C_S99_L999.bam
7,NGS1_20170103D,sorted_NGS1_20170103D_S99_L999.bam
8,NGS1_20170103F,sorted_NGS1_20170103F_S99_L999.bam
9,NGS1_20170103G,sorted_NGS1_20170103G_S99_L999.bam
10,NGS1_20170103H,sorted_NGS1_20170103H_S99_L999.bam
11,NGS1_20170104C,sorted_NGS1_20170104C_S99_L999.bam
12,NGS1_20170104F,sorted_NGS1_20170104F_S99_L999.bam
13,NGS1_20170104G,sorted_NGS1_20170104G_S99_L999.bam
14,NGS1_20170105B,sorted_NGS1_20170105B_S99_L999.bam
15,NGS1_20170105C,sorted_NGS1_20170105C_S99_L999.bam
16,NGS1_20170105E,sorted_NGS1_20170105E_S99_L999.bam
17,NGS1_20170105G,sorted_NGS1_20170105G_S99_L999.bam
18,NGS1_20170106A,sorted_NGS1_20170106A_S99_L999.bam
19,NGS1_20170106B,sorted_NGS1_20170106B_S99_L999.bam
20,NGS1_20170107A,sorted_NGS1_20170107A_S99_L999.bam
21,NGS1_20170107B,sorted_NGS1_20170107B_S99_L999.bam
22,NGS1_20170107F,sorted_NGS1_20170107F_S99_L999.bam
23,NGS1_20170107G,sorted_NGS1_20170107G_S99_L999.bam
24,NGS1_20170108B,sorted_NGS1_20170108B_S99_L999.bam
25,NGS1_20170108D,sorted_NGS1_20170108D_S99_L999.bam
26,NGS1_20170108F,sorted_NGS1_20170108F_S99_L999.bam
27,NGS1_20170108H,sorted_NGS1_20170108H_S99_L999.bam
28,NGS1_20170109B,sorted_NGS1_20170109B_S99_L999.bam
29,NGS1_20170109F,sorted_NGS1_20170109F_S99_L999.bam
30,NGS1_20170109G,sorted_NGS1_20170109G_S99_L999.bam
31,NGS1_20170109H,sorted_NGS1_20170109H_S99_L999.bam
32,NGS1_20170110A,sorted_NGS1_20170110A_S99_L999.bam
33,NGS1_20170110C,sorted_NGS1_20170110C_S99_L999.bam
34,NGS1_20170110F,sorted_NGS1_20170110F_S99_L999.bam
35,NGS1_20170110H,sorted_NGS1_20170110H_S99_L999.bam
36,NGS1_20170111A,sorted_NGS1_20170111A_S99_L999.bam
37,NGS1_20170111B,sorted_NGS1_20170111B_S99_L999.bam
38,NGS1_20170111F,sorted_NGS1_20170111F_S99_L999.bam
39,NGS1_20170111G,sorted_NGS1_20170111G_S99_L999.bam
40,NGS1_20170112A,sorted_NGS1_20170112A_S99_L999.bam
41,NGS1_20170112B,sorted_NGS1_20170112B_S99_L999.bam
42,NGS1_20170112C,sorted_NGS1_20170112C_S99_L999.bam
43,NGS1_20170112G,sorted_NGS1_20170112G_S99_L999.bam
44,NGS1_20170112H,sorted_NGS1_20170112H_S99_L999.bam
45,NGS1_20170201B,sorted_NGS1_20170201B_S99_L999.bam
46,NGS1_20170201G,sorted_NGS1_20170201G_S99_L999.bam
47,NGS1_20170202A,sorted_NGS1_20170202A_S99_L999.bam
48,NGS1_20170202B,sorted_NGS1_20170202B_S99_L999.bam
49,NGS1_20170202D,sorted_NGS1_20170202D_S99_L999.bam
50,NGS1_20170202E,sorted_NGS1_20170202E_S99_L999.bam
51,NGS1_20170202F,sorted_NGS1_20170202F_S99_L999.bam
52,NGS1_20170202G,sorted_NGS1_20170202G_S99_L999.bam
53,NGS1_20170203A,sorted_NGS1_20170203A_S99_L999.bam
54,NGS1_20170203C,sorted_NGS1_20170203C_S99_L999.bam
55,NGS1_20170203D,sorted_NGS1_20170203D_S99_L999.bam
56,NGS1_20170203F,sorted_NGS1_20170203F_S99_L999.bam
57,NGS1_20170203G,sorted_NGS1_20170203G_S99_L999.bam
58,NGS1_20170203H,sorted_NGS1_20170203H_S99_L999.bam
59,NGS1_20170204A,sorted_NGS1_20170204A_S99_L999.bam
60,NGS1_20170204B,sorted_NGS1_20170204B_S99_L999.bam
61,NGS1_20170204C,sorted_NGS1_20170204C_S99_L999.bam
62,NGS1_20170204E,sorted_NGS1_20170204E_S99_L999.bam
63,NGS1_20170204F,sorted_NGS1_20170204F_S99_L999.bam
64,NGS1_20170204G,sorted_NGS1_20170204G_S99_L999.bam
65,NGS1_20170205C,sorted_NGS1_20170205C_S99_L999.bam
66,NGS1_20170205D,sorted_NGS1_20170205D_S99_L999.bam
67,NGS1_20170205E,sorted_NGS1_20170205E_S99_L999.bam
68,NGS1_20170205F,sorted_NGS1_20170205F_S99_L999.bam
69,NGS1_20170205G,sorted_NGS1_20170205G_S99_L999.bam
70,NGS1_20170205H,sorted_NGS1_20170205H_S99_L999.bam
71,NGS1_20170206A,sorted_NGS1_20170206A_S99_L999.bam
72,NGS1_20170207B,sorted_NGS1_20170207B_S99_L999.bam
73,NGS1_20170208B,sorted_NGS1_20170208B_S99_L999.bam
74,NGS1_20170312B,sorted_NGS1_20170312B_S99_L999.bam
75,NGS1_20170312D,sorted_NGS1_20170312D_S99_L999.bam
76,NGS1_20170312E,sorted_NGS1_20170312E_S13_S99_L999.bam
77,NGS1_20170312H,sorted_NGS1_20170312H_S99_L999.bam
78,NGS1_20170401E,sorted_NGS1_20170401E_S16_S99_L999.bam
79,NGS1_20170401F,sorted_NGS1_20170401F_S99_L999.bam
80,NGS1_20170401H,sorted_NGS1_20170401H_S2_S99_L999.bam
81,NGS1_20170402C,sorted_NGS1_20170402C_S5_S99_L999.bam
82,NGS1_20170402D,sorted_NGS1_20170402D_S6_S99_L999.bam
83,NGS1_20170402E,sorted_NGS1_20170402E_S99_L999.bam
84,NGS1_20170402G,sorted_NGS1_20170402G_S99_L999.bam
85,NGS1_20170403B,sorted_NGS1_20170403B_S99_L999.bam
86,NGS1_20170411G,sorted_NGS1_20170411G_S99_L999.bam
87,NGS1_20170501F,sorted_NGS1_20170501F_S12_S99_L999.bam
88,NGS1_20170511H,sorted_NGS1_20170511H_S99_L999.bam
89,NGS1_20170512B,sorted_NGS1_20170512B_S99_L999.bam
90,NGS1_20170512D,sorted_NGS1_20170512D_S20_S99_L999.bam
91,NGS1_20170512G,sorted_NGS1_20170512G_S23_S99_L999.bam
92,NGS1_20170602C,sorted_NGS1_20170602C_S11_S99_L999.bam
93,NGS1_20170602D,sorted_NGS1_20170602D_S12_S99_L999.bam
94,NGS1_20170602E,sorted_NGS1_20170602E_S13_S99_L999.bam
95,NGS1_20170602G,sorted_NGS1_20170602G_S15_S99_L999.bam
96,NGS1_20170603C,sorted_NGS1_20170603C_S19_S99_L999.bam
97,NGS1_20170603D,sorted_NGS1_20170603D_S20_S99_L999.bam
98,NGS20140601B,sorted_NGS20140601B_S99_L999.bam
99,NGS20140601C,sorted_NGS20140601C_S99_L999.bam
100,NGS20140601E,sorted_NGS20140601E_S99_L999.bam
101,NGS20140601F,sorted_NGS20140601F_S99_L999.bam
102,NGS20140602B,sorted_NGS20140602B_S99_L999.bam
103,NGS20140602E,sorted_NGS20140602E_S99_L999.bam
104,NGS20140602F,sorted_NGS20140602F_S99_L999.bam
105,NGS20140602G,sorted_NGS20140602G_S99_L999.bam
106,NGS20140602H,sorted_NGS20140602H_S99_L999.bam
107,NGS20140603B,sorted_NGS20140603B_S99_L999.bam
108,NGS20140603C,sorted_NGS20140603C_S99_L999.bam
109,NGS20140603E,sorted_NGS20140603E_S99_L999.bam
110,NGS20140603G,sorted_NGS20140603G_S99_L999.bam
111,NGS20140604F,sorted_NGS20140604F_S99_L999.bam
112,NGS20140604H,sorted_NGS20140604H_S99_L999.bam
113,NGS20140605B,sorted_NGS20140605B_S99_L999.bam
114,NGS20140605C,sorted_NGS20140605C_S99_L999.bam
115,NGS20140605D,sorted_NGS20140605D_S99_L999.bam
116,NGS20140605F,sorted_NGS20140605F_S99_L999.bam
117,NGS20140605H,sorted_NGS20140605H_S99_L999.bam
118,NGS20140606B,sorted_NGS20140606B_S99_L999.bam
119,NGS20140606C,sorted_NGS20140606C_S99_L999.bam
120,NGS20140606D,sorted_NGS20140606D_S99_L999.bam
121,NGS20140606E,sorted_NGS20140606E_S99_L999.bam
122,NGS20140606H,sorted_NGS20140606H_S99_L999.bam
123,NGS20140607A,sorted_NGS20140607A_S99_L999.bam
124,NGS20140607B,sorted_NGS20140607B_S99_L999.bam
125,NGS20140607E,sorted_NGS20140607E_S99_L999.bam
126,NGS20140607F,sorted_NGS20140607F_S99_L999.bam
127,NGS20140607G,sorted_NGS20140607G_S99_L999.bam
128,NGS20140607H,sorted_NGS20140607H_S99_L999.bam
129,NGS20140608A,sorted_NGS20140608A_S99_L999.bam
130,NGS20140608B,sorted_NGS20140608B_S99_L999.bam
131,NGS20140608C,sorted_NGS20140608C_S99_L999.bam
132,NGS20140608D,sorted_NGS20140608D_S99_L999.bam
133,NGS20140608F,sorted_NGS20140608F_S99_L999.bam
134,NGS20140608G,sorted_NGS20140608G_S99_L999.bam
135,NGS20140608H,sorted_NGS20140608H_S99_L999.bam
136,NGS20140609A,sorted_NGS20140609A_S99_L999.bam
137,NGS20140609E,sorted_NGS20140609E_S99_L999.bam
138,NGS20140609F,sorted_NGS20140609F_S99_L999.bam
139,NGS20140609G,sorted_NGS20140609G_S99_L999.bam
140,NGS20140609H,sorted_NGS20140609H_S99_L999.bam
141,NGS20140610A,sorted_NGS20140610A_S99_L999.bam
142,NGS20140610B,sorted_NGS20140610B_S99_L999.bam
143,NGS20140610D,sorted_NGS20140610D_S99_L999.bam
144,NGS20140610E,sorted_NGS20140610E_S99_L999.bam
145,NGS20140610F,sorted_NGS20140610F_S99_L999.bam
146,NGS20140610G,sorted_NGS20140610G_S99_L999.bam
147,NGS20140611A,sorted_NGS20140611A_S99_L999.bam
148,NGS20140611B,sorted_NGS20140611B_S99_L999.bam
149,NGS20140611C,sorted_NGS20140611C_S99_L999.bam
150,NGS20140611E,sorted_NGS20140611E_S99_L999.bam
151,NGS20140611F,sorted_NGS20140611F_S99_L999.bam
152,NGS20140612A,sorted_NGS20140612A_S99_L999.bam
153,NGS20140612B,sorted_NGS20140612B_S99_L999.bam
154,NGS20140612D,sorted_NGS20140612D_S99_L999.bam
155,NGS20140612E,sorted_NGS20140612E_S99_L999.bam
156,NGS20140612F,sorted_NGS20140612F_S99_L999.bam
157,NGS20140612G,sorted_NGS20140612G_S99_L999.bam
158,NGS20140612H,sorted_NGS20140612H_S99_L999.bam
159,NGS20140701B,sorted_NGS20140701B_S99_L999.bam
160,NGS20140701C,sorted_NGS20140701C_S99_L999.bam
161,NGS20140702E,sorted_NGS20140702E_S99_L999.bam
162,NGS20140703B,sorted_NGS20140703B_S99_L999.bam
163,NGS20140703C,sorted_NGS20140703C_S99_L999.bam
164,NGS20140703F,sorted_NGS20140703F_S99_L999.bam
165,NGS20140704D,sorted_NGS20140704D_S99_L999.bam
166,NGS20140704E,sorted_NGS20140704E_S99_L999.bam
167,NGS20140704G,sorted_NGS20140704G_S99_L999.bam
168,NGS20140705A,sorted_NGS20140705A_S99_L999.bam
169,NGS20140705C,sorted_NGS20140705C_S99_L999.bam
170,NGS20140705H,sorted_NGS20140705H_S99_L999.bam
171,NGS20140706B,sorted_NGS20140706B_S99_L999.bam
172,NGS20140706F,sorted_NGS20140706F_S99_L999.bam
173,NGS20140706G,sorted_NGS20140706G_S99_L999.bam
174,NGS20140706H,sorted_NGS20140706H_S99_L999.bam
175,NGS20140707A,sorted_NGS20140707A_S99_L999.bam
176,NGS20140707D,sorted_NGS20140707D_S99_L999.bam
177,NGS20140707G,sorted_NGS20140707G_S99_L999.bam
178,NGS20140708A,sorted_NGS20140708A_S99_L999.bam
179,NGS20140708B,sorted_NGS20140708B_S99_L999.bam
180,NGS20140708D,sorted_NGS20140708D_S99_L999.bam
181,NGS20140708G,sorted_NGS20140708G_S99_L999.bam
182,NGS20140709B,sorted_NGS20140709B_S99_L999.bam
183,NGS20140709D,sorted_NGS20140709D_S99_L999.bam
184,NGS20140709E,sorted_NGS20140709E_S99_L999.bam
185,NGS20140709F,sorted_NGS20140709F_S99_L999.bam
186,NGS20140710A,sorted_NGS20140710A_S99_L999.bam
187,NGS20140710D,sorted_NGS20140710D_S99_L999.bam
188,NGS20140710E,sorted_NGS20140710E_S99_L999.bam
189,NGS20140710G,sorted_NGS20140710G_S99_L999.bam
190,NGS20140710H,sorted_NGS20140710H_S99_L999.bam
191,NGS20140711B,sorted_NGS20140711B_S99_L999.bam
192,NGS20140712F,sorted_NGS20140712F_S99_L999.bam
193,NGS20140712H,sorted_NGS20140712H_S99_L999.bam
194,NGS20150110A,sorted_NGS20150110A_S99_L999.bam
195,NGS20150110C,sorted_NGS20150110C_S99_L999.bam
196,NGS20150110D,sorted_NGS20150110D_S99_L999.bam
197,NGS20150110H,sorted_NGS20150110H_S99_L999.bam
198,NGS20150111B,sorted_NGS20150111B_S99_L999.bam
199,NGS20150111C,sorted_NGS20150111C_S99_L999.bam
200,NGS20150111D,sorted_NGS20150111D_S99_L999.bam
201,NGS20150111E,sorted_NGS20150111E_S99_L999.bam
202,NGS20150112A,sorted_NGS20150112A_S99_L999.bam
203,NGS20150112C,sorted_NGS20150112C_S99_L999.bam
204,NGS20150112D,sorted_NGS20150112D_S99_L999.bam
205,NGS20150112E,sorted_NGS20150112E_S99_L999.bam
206,NGS20150112F,sorted_NGS20150112F_S99_L999.bam
207,NGS20150112G,sorted_NGS20150112G_S99_L999.bam
208,NGS20150112H,sorted_NGS20150112H_S99_L999.bam
209,NGS2015011A,sorted_NGS2015011A_S99_L999.bam
210,NGS2015011B,sorted_NGS2015011B_S99_L999.bam
211,NGS2015011E,sorted_NGS2015011E_S99_L999.bam
212,NGS2015012B,sorted_NGS2015012B_S99_L999.bam
213,NGS2015012C,sorted_NGS2015012C_S99_L999.bam
214,NGS2015012F,sorted_NGS2015012F_S99_L999.bam
215,NGS2015013A,sorted_NGS2015013A_S99_L999.bam
216,NGS2015013B,sorted_NGS2015013B_S99_L999.bam
217,NGS2015013C,sorted_NGS2015013C_S99_L999.bam
218,NGS2015013D,sorted_NGS2015013D_S99_L999.bam
219,NGS2015013F,sorted_NGS2015013F_S99_L999.bam
220,NGS2015014A,sorted_NGS2015014A_S99_L999.bam
221,NGS2015014B,sorted_NGS2015014B_S99_L999.bam
222,NGS2015014C,sorted_NGS2015014C_S99_L999.bam
223,NGS2015014D,sorted_NGS2015014D_S99_L999.bam
224,NGS2015015A,sorted_NGS2015015A_S99_L999.bam
225,NGS2015015B,sorted_NGS2015015B_S99_L999.bam
226,NGS2015015C,sorted_NGS2015015C_S99_L999.bam
227,NGS2015016D,sorted_NGS2015016D_S99_L999.bam
228,NGS2015017C,sorted_NGS2015017C_S99_L999.bam
229,NGS2015017E,sorted_NGS2015017E_S99_L999.bam
230,NGS2015017F,sorted_NGS2015017F_S99_L999.bam
231,NGS2015017H,sorted_NGS2015017H_S99_L999.bam
232,NGS2015018A,sorted_NGS2015018A_S99_L999.bam
233,NGS2015018B,sorted_NGS2015018B_S99_L999.bam
234,NGS2015018C,sorted_NGS2015018C_S99_L999.bam
235,NGS2015018D,sorted_NGS2015018D_S99_L999.bam
236,NGS2015018F,sorted_NGS2015018F_S99_L999.bam
237,NGS2015018G,sorted_NGS2015018G_S99_L999.bam
238,NGS2015019A,sorted_NGS2015019A_S99_L999.bam
239,NGS2015019B,sorted_NGS2015019B_S99_L999.bam
240,NGS2015019C,sorted_NGS2015019C_S99_L999.bam
241,NGS2015019D,sorted_NGS2015019D_S99_L999.bam
242,NGS2015019H,sorted_NGS2015019H_S99_L999.bam
243,NGS20150210A,sorted_NGS20150210A_S99_L999.bam
244,NGS20150210H,sorted_NGS20150210H_S99_L999.bam
245,NGS20150211B,sorted_NGS20150211B_S99_L999.bam
246,NGS20150211G,sorted_NGS20150211G_S99_L999.bam
247,NGS20150212B,sorted_NGS20150212B_S99_L999.bam
248,NGS20150212H,sorted_NGS20150212H_S99_L999.bam
249,NGS2015021A,sorted_NGS2015021A_S99_L999.bam
250,NGS2015021C,sorted_NGS2015021C_S99_L999.bam
251,NGS2015021H,sorted_NGS2015021H_S99_L999.bam
252,NGS2015023C,sorted_NGS2015023C_S99_L999.bam
253,NGS2015023D,sorted_NGS2015023D_S99_L999.bam
254,NGS2015023F,sorted_NGS2015023F_S99_L999.bam
255,NGS2015024C,sorted_NGS2015024C_S99_L999.bam
256,NGS2015025B,sorted_NGS2015025B_S99_L999.bam
257,NGS2015026A,sorted_NGS2015026A_S99_L999.bam
258,NGS2015026D,sorted_NGS2015026D_S99_L999.bam
259,NGS2015026E,sorted_NGS2015026E_S99_L999.bam
260,NGS2015027B,sorted_NGS2015027B_S99_L999.bam
261,NGS2015027D,sorted_NGS2015027D_S99_L999.bam
262,NGS2015027G,sorted_NGS2015027G_S99_L999.bam
263,NGS2015027H,sorted_NGS2015027H_S99_L999.bam
264,NGS2015028B,sorted_NGS2015028B_S99_L999.bam
265,NGS2015028D,sorted_NGS2015028D_S99_L999.bam
266,NGS2015028E,sorted_NGS2015028E_S99_L999.bam
267,NGS2015028H,sorted_NGS2015028H_S99_L999.bam
268,NGS2015029H,sorted_NGS2015029H_S99_L999.bam
269,NGS20150310F,sorted_NGS20150310F_S99_L999.bam
270,NGS20150310G,sorted_NGS20150310G_S99_L999.bam
271,NGS20150311C,sorted_NGS20150311C_S99_L999.bam
272,NGS20150311F,sorted_NGS20150311F_S99_L999.bam
273,NGS20150311G,sorted_NGS20150311G_S99_L999.bam
274,NGS20150311H,sorted_NGS20150311H_S99_L999.bam
275,NGS20150312A,sorted_NGS20150312A_S99_L999.bam
276,NGS20150312B,sorted_NGS20150312B_S99_L999.bam
277,NGS20150312C,sorted_NGS20150312C_S99_L999.bam
278,NGS20150312D,sorted_NGS20150312D_S99_L999.bam
279,NGS20150312F,sorted_NGS20150312F_S99_L999.bam
280,NGS20150312H,sorted_NGS20150312H_S99_L999.bam
281,NGS2015031C,sorted_NGS2015031C_S99_L999.bam
282,NGS2015032A,sorted_NGS2015032A_S99_L999.bam
283,NGS2015032B,sorted_NGS2015032B_S99_L999.bam
284,NGS2015032C,sorted_NGS2015032C_S99_L999.bam
285,NGS2015032E,sorted_NGS2015032E_S99_L999.bam
286,NGS2015032F,sorted_NGS2015032F_S99_L999.bam
287,NGS2015034A,sorted_NGS2015034A_S99_L999.bam
288,NGS2015034C,sorted_NGS2015034C_S99_L999.bam
289,NGS2015034D,sorted_NGS2015034D_S99_L999.bam
290,NGS2015035G,sorted_NGS2015035G_S99_L999.bam
291,NGS2015035H,sorted_NGS2015035H_S99_L999.bam
292,NGS2015036C,sorted_NGS2015036C_S99_L999.bam
293,NGS2015036D,sorted_NGS2015036D_S99_L999.bam
294,NGS2015036E,sorted_NGS2015036E_S99_L999.bam
295,NGS2015036G,sorted_NGS2015036G_S99_L999.bam
296,NGS2015037C,sorted_NGS2015037C_S99_L999.bam
297,NGS2015037E,sorted_NGS2015037E_S99_L999.bam
298,NGS2015037F,sorted_NGS2015037F_S99_L999.bam
299,NGS2015037G,sorted_NGS2015037G_S99_L999.bam
300,NGS2015038B,sorted_NGS2015038B_S99_L999.bam
301,NGS2015038D,sorted_NGS2015038D_S99_L999.bam
302,NGS2015038F,sorted_NGS2015038F_S99_L999.bam
303,NGS2015038G,sorted_NGS2015038G_S99_L999.bam
304,NGS2015038H,sorted_NGS2015038H_S99_L999.bam
305,NGS2015039C,sorted_NGS2015039C_S99_L999.bam
306,NGS2015039E,sorted_NGS2015039E_S99_L999.bam
307,NGS2015039F,sorted_NGS2015039F_S99_L999.bam
308,NGS2015039G,sorted_NGS2015039G_S99_L999.bam
309,NGS2015039H,sorted_NGS2015039H_S99_L999.bam
310,NGS2015041B,sorted_NGS2015041B_S99_L999.bam
311,NGS2015041C,sorted_NGS2015041C_S99_L999.bam
312,NGS2015041D,sorted_NGS2015041D_S99_L999.bam
313,NGS2015041F,sorted_NGS2015041F_S99_L999.bam
314,NGS2015041H,sorted_NGS2015041H_S99_L999.bam
315,NGS2_20150101A,sorted_NGS2_20150101A_S99_L999.bam
316,NGS2_20150101H,sorted_NGS2_20150101H_S99_L999.bam
317,NGS2_20150102A,sorted_NGS2_20150102A_S99_L999.bam
318,NGS2_20150102D,sorted_NGS2_20150102D_S99_L999.bam
319,NGS2_20150102G,sorted_NGS2_20150102G_S99_L999.bam
320,NGS2_20150103H,sorted_NGS2_20150103H_S99_L999.bam
321,NGS2_20150104F,sorted_NGS2_20150104F_S99_L999.bam
322,NGS2_20150104G,sorted_NGS2_20150104G_S99_L999.bam
323,NGS2_20150106G,sorted_NGS2_20150106G_S99_L999.bam
324,NGS2_20150106H,sorted_NGS2_20150106H_S99_L999.bam
325,NGS2_20150107A,sorted_NGS2_20150107A_S99_L999.bam
326,NGS2_20150107G,sorted_NGS2_20150107G_S99_L999.bam
327,NGS2_20150107H,sorted_NGS2_20150107H_S99_L999.bam
328,NGS2_20150108H,sorted_NGS2_20150108H_S99_L999.bam
329,NGS2_20150109D,sorted_NGS2_20150109D_S99_L999.bam
330,NGS2_20150109F,sorted_NGS2_20150109F_S99_L999.bam
331,NGS2_20150109G,sorted_NGS2_20150109G_S99_L999.bam
332,NGS2_20150109H,sorted_NGS2_20150109H_S99_L999.bam
333,NGS2_20150110G,sorted_NGS2_20150110G_S99_L999.bam
334,NGS2_20150110H,sorted_NGS2_20150110H_S99_L999.bam
335,NGS2_20150111D,sorted_NGS2_20150111D_S99_L999.bam
336,NGS2_20150111G,sorted_NGS2_20150111G_S99_L999.bam
337,NGS2_20150111H,sorted_NGS2_20150111H_S99_L999.bam
338,NGS2_20150112F,sorted_NGS2_20150112F_S99_L999.bam
